TR1_x,MOS1_x,D1_x,L1_x,C1_x,PWM1_x,OPTO1_x,ATX_CONN_x,TR1_y,MOS1_y,D1_y,L1_y,C1_y,PWM1_y,OPTO1_y,ATX_CONN_y,cost
1,7,7,4,8,5,5,8,4,9,3,1,5,9,0,3,35.754844495399766
7,5,0,3,7,9,6,9,4,6,1,9,5,0,7,4,37.93603925968279
9,7,6,2,5,1,2,5,0,8,9,8,5,6,1,9,35.40040486180683
3,9,7,3,3,7,5,8,8,6,6,5,6,3,5,9,26.734415608925904
2,8,4,5,3,0,4,0,8,3,1,1,9,1,3,9,35.63143992650598
7,2,4,3,6,5,9,4,4,7,9,6,3,7,6,8,29.42450092347199
0,0,7,5,5,2,0,2,3,0,3,6,8,6,8,5,33.11222018508083
2,3,9,1,8,6,9,2,6,7,4,2,8,6,1,1,53.568248450901436
4,5,1,7,9,5,4,5,2,2,9,8,2,9,6,7,51.78132740762682
4,6,5,1,8,8,1,6,4,5,5,1,1,5,3,7,34.11916587520911
3,0,2,8,9,7,8,1,8,5,0,1,3,6,4,8,39.93391424676641
4,1,2,8,5,0,1,3,7,4,0,3,4,1,2,0,25.770266929683434
8,6,7,0,0,7,1,3,7,4,7,9,6,6,8,7,28.206539346920348
9,0,6,1,2,0,8,8,5,7,7,6,1,4,8,6,44.35686448684871
8,4,8,9,0,2,4,6,0,1,6,3,3,6,5,4,34.06625987429469
9,7,1,9,5,9,6,9,6,4,9,1,3,0,4,7,38.35308282476127
0,4,5,9,0,8,5,9,3,2,1,7,1,1,8,1,39.642953584953986
3,8,9,7,2,5,1,2,6,2,6,4,1,3,9,5,34.486649450088755
2,0,2,6,0,8,5,8,6,2,1,9,8,7,4,0,45.7404359483647
2,5,3,4,9,0,5,3,9,8,8,3,1,6,7,5,29.776689653614195
1,4,4,9,5,0,1,0,7,5,6,3,1,2,4,1,25.9689949491909
2,1,5,8,7,9,3,9,8,9,5,9,9,0,5,7,49.051841703261296
1,3,5,8,0,4,2,5,7,0,6,7,9,1,4,1,36.38637963846935
6,8,8,5,3,6,4,8,4,3,9,3,7,8,1,7,40.886138736058186
6,7,0,6,3,5,7,1,7,6,0,4,4,9,3,7,44.11401851662934
3,2,9,7,7,5,0,8,0,4,6,5,4,1,4,4,25.064905047832863
8,9,7,1,1,5,2,0,0,4,3,8,5,4,7,7,28.68275366584441
9,5,4,1,0,9,6,7,9,9,7,1,7,7,4,5,33.31994561306758
4,6,8,2,9,4,5,0,5,5,9,6,3,8,4,3,40.30794925984404
9,9,4,8,6,9,2,1,0,8,6,5,6,9,6,3,34.53174229889687
8,6,9,7,7,5,0,9,2,8,7,7,9,7,3,9,24.952226027099837
6,7,9,1,7,5,2,9,3,7,2,0,3,1,8,6,39.04481194211861
0,8,4,0,3,9,4,6,6,2,3,2,9,3,4,9,31.123400096405316
4,0,9,5,8,5,9,1,3,6,5,7,6,2,4,2,43.62246140831468
8,3,0,6,4,7,3,1,5,7,0,4,8,5,1,9,37.09452671205313
8,4,5,5,7,0,8,8,0,2,5,3,6,7,6,8,29.994699288823576
7,2,3,1,1,0,9,8,8,0,9,3,7,1,5,6,47.35895553281149
6,9,2,7,8,7,1,2,3,9,8,9,7,3,4,4,43.192514111335164
9,9,7,6,4,2,8,0,5,1,9,4,1,8,8,7,45.6613396618228
0,5,0,8,4,1,2,1,0,1,2,7,5,2,0,7,31.997184116886704
5,1,4,7,2,0,6,2,4,6,8,9,1,4,6,7,31.434970221862052
5,1,2,9,4,2,3,0,0,5,6,7,4,0,6,7,33.10806597074094
8,4,0,5,3,3,8,1,5,8,9,8,8,6,0,4,32.19147668362537
5,9,6,1,8,8,9,0,7,2,7,4,5,1,7,1,38.333633510142754
5,1,6,9,2,9,5,0,0,9,7,7,0,2,1,1,45.82875011394967
8,8,9,0,9,7,5,2,2,5,7,4,3,9,8,9,35.63133013552812
1,8,5,1,3,4,2,7,5,5,1,6,9,9,0,5,42.510185302210516
7,1,2,8,3,5,1,8,4,4,4,7,9,9,8,3,35.839318248325185
1,4,7,3,2,4,5,9,2,9,7,6,4,3,4,7,34.50297717825267
8,2,6,5,4,8,9,3,7,9,5,6,3,0,0,4,36.629169954450084
8,4,4,9,0,0,4,9,0,2,7,6,0,9,0,1,45.78397337642274
6,7,7,2,2,2,4,2,5,3,6,4,6,5,9,0,35.96769849076972
3,9,0,1,0,5,7,1,6,3,9,4,1,2,3,1,31.8981865348408
2,4,4,5,9,0,8,2,6,1,7,6,0,1,4,9,41.30464380521062
5,8,7,9,3,9,6,5,9,4,4,8,5,6,7,3,23.651396450236845
9,4,3,5,0,2,0,4,0,7,6,0,3,9,6,4,30.50662647661626
2,8,3,5,0,1,9,9,7,7,5,4,4,6,7,2,39.62242544447478
0,7,4,3,3,6,0,5,6,5,9,9,4,9,4,3,32.264678000360405
9,5,8,8,5,8,0,3,2,2,7,3,7,1,7,4,34.17387704963063
5,3,6,1,2,7,0,8,3,0,4,2,4,4,9,5,38.616432214843485
3,2,5,5,2,1,5,5,7,0,0,1,5,0,5,8,26.794466602094936
9,0,4,6,1,9,2,5,4,4,5,4,1,9,5,1,41.1674133345334
2,3,0,8,9,3,0,3,5,8,7,1,1,5,5,4,29.778343665107702
9,1,5,5,6,8,4,3,4,9,7,5,6,2,6,0,41.306204111592336
1,5,3,2,0,5,4,0,8,6,5,0,7,0,2,5,27.666585447634304
9,6,5,9,4,3,0,0,8,8,6,7,3,6,8,9,29.3977645710199
0,4,1,3,2,8,1,9,1,6,0,9,7,8,8,3,42.09714938409286
0,6,8,1,8,8,1,5,4,3,8,6,7,5,8,6,36.9576212258777
9,5,9,5,8,2,8,0,0,0,6,6,8,6,0,7,40.06567761792476
2,2,8,4,7,5,4,7,7,0,1,7,3,6,0,8,39.859423061248606
3,8,0,9,8,9,5,4,0,3,6,7,9,9,1,5,44.11778812755071
4,8,6,1,0,6,8,7,9,3,7,4,6,8,6,5,34.7791985783029
1,5,1,6,5,0,9,6,8,7,1,4,6,5,5,3,35.7247606829013
4,1,0,3,2,0,5,5,3,8,7,9,0,2,8,6,36.531992788650186
5,3,7,3,3,6,8,1,3,7,7,0,1,7,7,9,31.668153404873742
2,1,4,0,2,0,5,5,6,5,8,1,4,2,4,5,39.16190260456287
0,5,9,8,9,8,9,6,0,4,0,0,9,3,7,7,30.674129461592344
3,8,2,6,0,4,8,0,8,7,4,3,3,3,3,0,33.09393304597714
0,1,3,2,4,3,7,1,9,4,5,9,9,0,4,7,28.165484387694853
9,6,4,8,7,5,2,2,9,5,6,9,3,1,5,7,31.52830023082294
5,0,3,4,7,1,5,5,6,0,0,0,7,2,1,8,26.28307142542618
9,4,8,8,5,6,8,9,0,1,2,0,1,6,1,2,29.15818272846785
7,8,4,9,9,6,5,7,8,4,7,0,8,3,2,6,28.66995479593726
9,8,4,2,4,2,8,6,5,4,4,0,8,4,8,3,45.199941470738985
1,7,4,0,1,8,2,6,3,3,5,3,1,0,6,9,36.96827645134639
1,1,3,0,8,1,9,2,4,9,9,4,9,1,9,5,45.91245058212185
6,2,7,8,3,1,1,1,9,4,6,8,4,0,4,3,27.362500273524592
1,1,8,4,5,7,0,4,8,1,1,0,1,9,4,7,44.00734809500976
0,5,0,4,6,1,8,8,8,6,9,0,7,4,7,3,39.802364759261785
1,3,4,6,5,7,7,4,0,1,5,4,7,5,9,0,37.5609062434589
7,0,3,4,9,9,9,3,4,3,7,4,9,8,3,9,45.391180015117314
1,6,4,2,0,0,7,3,3,9,1,6,6,3,5,1,44.94782261464813
8,5,6,1,8,6,4,1,0,7,3,0,9,5,6,2,37.10106960413862
5,6,0,4,4,6,9,8,3,4,0,7,8,7,4,6,40.469083673887475
9,9,8,8,3,1,0,1,8,4,4,1,6,0,7,7,34.546575432040434
7,7,9,9,3,7,1,1,3,5,4,3,0,8,1,7,37.6506224836918
1,0,9,2,4,4,5,9,9,4,0,1,4,1,5,6,39.7382576558358
7,3,4,6,5,3,1,0,4,8,9,5,2,9,7,3,21.85047469336432
3,3,0,9,9,6,5,9,5,0,4,9,2,6,3,7,39.163273959185105
7,1,3,4,2,8,8,8,3,7,9,6,4,7,5,6,34.476186620087034
5,9,7,8,1,1,4,3,3,2,6,7,4,3,9,1,36.67189746984505
7,6,0,0,5,1,3,2,9,7,6,5,8,7,5,1,35.59919268468689
1,2,0,9,9,5,6,6,6,5,6,8,3,4,4,3,35.54649059924432
9,9,0,4,5,0,9,4,8,7,1,5,7,3,3,2,58.27782009048387
8,6,2,5,9,5,9,0,6,9,5,2,0,0,2,0,42.45900724993454
1,0,5,1,1,7,8,4,1,1,6,6,9,3,4,9,45.823551419853786
8,2,3,0,8,3,4,9,1,1,0,8,2,8,6,9,39.60211221326172
0,6,3,0,4,1,7,6,8,7,1,4,8,7,3,5,36.14069257372338
5,1,1,8,2,6,6,1,6,9,8,2,0,3,4,7,37.92392133607544
3,6,1,9,6,3,9,7,0,4,6,3,8,5,9,6,34.71298784306979
4,3,1,5,8,6,1,6,0,9,9,2,2,7,2,9,39.929776158487705
3,9,9,9,5,9,4,4,7,4,9,5,2,6,4,8,32.66058182779174
4,6,1,1,0,4,9,0,3,8,1,4,6,0,8,5,36.80476435684903
8,5,5,0,2,9,2,9,7,5,9,6,7,0,5,1,38.11326800923227
2,4,3,2,6,0,5,4,0,6,7,1,6,3,8,1,33.48309408760506
8,2,5,9,9,7,7,3,0,9,5,9,7,3,9,9,44.23899215741062
5,9,5,9,4,4,1,7,7,5,1,2,7,1,1,3,37.11332084183774
6,0,8,2,1,5,4,0,7,3,6,5,2,8,2,0,39.655601648885984
8,5,3,8,9,4,2,7,0,6,0,2,2,8,8,3,26.32357141432166
2,0,8,3,2,3,5,8,1,7,8,1,7,6,4,5,39.90781318418685
0,2,1,8,2,7,1,2,7,0,9,4,8,4,6,7,43.58350184385011
9,3,5,2,5,0,0,1,6,6,1,9,5,0,8,9,42.190397537158546
4,4,2,0,3,0,3,0,8,2,6,0,6,7,5,2,35.99088375136392
8,0,4,4,7,3,1,9,3,3,2,3,5,9,6,2,30.802529746738706
8,9,6,3,9,8,4,0,0,1,6,1,6,7,0,4,53.08888036262784
5,4,0,1,6,9,0,8,4,1,6,6,4,7,0,4,34.88537526332102
4,8,1,1,6,2,9,4,5,0,5,7,4,9,2,1,44.377748561160516
1,0,0,6,9,1,2,5,5,5,9,9,6,3,5,2,38.226703750301624
2,0,8,3,7,3,4,4,8,5,8,7,4,5,0,7,33.982599520749694
5,9,0,1,5,5,8,2,3,5,1,1,2,5,6,7,30.87562096399154
7,8,2,0,1,4,9,3,8,8,6,3,7,8,0,0,50.99180048421606
4,8,0,8,1,9,5,9,5,8,9,6,4,3,5,2,43.578629937510776
0,5,6,5,7,9,1,8,5,9,7,7,9,1,3,3,37.76830400602445
0,5,7,5,1,0,9,8,4,7,4,1,6,8,5,9,38.581167490925495
1,1,3,8,0,3,7,1,5,3,6,9,8,4,6,2,37.8229032967868
8,9,0,4,1,3,9,9,9,3,7,6,1,9,7,9,50.46881565231788
2,1,8,8,5,8,8,8,7,5,7,8,2,5,9,6,40.513517853010725
8,8,3,7,3,9,0,3,1,4,9,6,0,0,7,7,42.73197606095514
9,9,4,7,4,1,7,9,4,9,5,4,4,0,6,2,43.3710523944982
6,4,4,5,1,0,3,9,5,3,7,9,6,4,5,8,29.170408509269226
3,8,9,7,9,5,5,8,9,5,0,9,6,8,7,3,31.79733220458185
7,6,1,7,4,4,7,0,5,8,6,8,3,0,3,7,38.10413061110888
1,7,1,5,0,8,3,9,7,6,3,0,7,8,6,2,40.2406561752998
3,5,0,3,9,9,2,5,8,4,3,6,9,5,8,0,39.44699571117951
1,6,7,5,1,9,2,9,2,5,3,5,4,7,4,0,33.467152374982156
4,4,9,0,3,5,5,0,7,6,5,9,5,5,7,2,39.86633085442052
0,7,1,6,4,9,7,1,0,4,3,4,5,4,6,2,29.164809552662504
1,9,9,2,0,5,7,1,8,3,1,7,6,0,6,2,36.6412758017726
8,0,6,4,8,3,4,5,3,5,4,6,5,0,5,5,34.61972422746863
5,5,2,3,7,7,9,2,9,0,6,5,7,8,4,7,40.495703979575154
6,9,0,0,6,0,0,7,3,9,4,8,9,2,9,5,51.35042606544279
5,7,0,1,1,0,3,3,0,9,6,5,2,0,9,4,45.01800372534471
4,0,6,1,2,8,9,9,9,7,9,6,1,3,1,2,43.87039653195847
9,9,1,5,0,1,2,0,6,2,0,3,7,2,6,0,43.77130195686324
8,2,3,7,2,0,4,8,2,8,7,4,7,5,9,5,32.7676264960724
7,8,2,2,6,8,1,6,8,7,8,0,3,0,2,9,53.10642510135773
8,4,6,5,9,2,7,0,0,4,6,8,5,4,6,9,30.95593968830705
6,4,2,7,7,7,7,8,4,5,5,3,8,4,7,8,25.908147151689434
4,9,6,7,2,8,9,2,0,4,5,7,9,8,7,8,22.784514927570672
4,6,0,2,2,1,4,0,2,8,9,8,6,6,1,5,32.34417023865603
3,1,5,6,8,3,6,4,7,8,6,8,0,1,6,7,42.537202137226046
9,1,7,8,4,8,3,4,5,2,9,3,2,5,5,1,40.49356953197291
1,9,9,4,0,1,6,1,9,1,8,8,8,7,7,5,47.00090851865276
2,7,1,7,0,6,9,7,0,7,0,4,4,8,5,9,42.05703806279945
6,2,0,1,0,0,1,8,7,4,5,1,9,0,7,5,35.72363047254871
0,0,5,9,9,0,5,4,2,5,4,7,2,1,9,7,36.91574866035759
5,9,5,7,4,5,6,0,3,6,9,4,2,2,9,4,34.86660041840744
1,4,5,7,0,1,3,9,6,1,3,4,5,3,7,3,33.71776683480597
7,6,9,6,1,0,5,7,6,9,7,8,6,8,5,4,32.169633525791255
9,5,4,6,8,4,9,0,0,8,9,8,1,4,9,8,38.78887820616462
0,5,4,5,4,5,9,9,3,8,0,7,4,0,9,8,47.74250671380131
6,2,5,5,7,1,0,5,3,4,3,2,9,1,8,1,31.399411715169258
8,6,8,8,9,2,3,9,4,6,9,5,3,1,5,6,27.523255859841832
1,3,7,4,0,6,2,9,8,0,3,8,0,4,5,7,45.730448619190554
2,5,4,2,8,8,9,1,0,5,8,9,7,1,2,4,31.55008419670697
7,9,4,4,0,2,3,1,4,8,7,6,4,9,7,7,29.469687582927886
8,1,7,8,4,2,2,7,4,4,5,0,5,9,6,6,33.08628212286846
9,8,7,8,7,5,4,8,8,9,9,8,7,4,5,4,30.848150096761927
7,1,4,1,2,3,0,9,4,3,0,9,9,6,5,6,33.91253938686005
2,5,9,4,3,9,1,4,7,1,3,6,8,0,2,8,31.157073394101594
4,7,3,5,1,8,3,6,4,9,6,6,1,6,0,5,37.20686089740895
9,8,5,1,0,2,4,3,4,0,3,6,2,7,3,0,35.22679891826093
3,2,1,4,7,6,1,2,7,7,8,4,5,3,1,1,43.80597461245407
3,0,8,8,8,6,1,4,8,7,2,7,0,6,5,5,38.709652512030516
9,5,6,3,6,4,8,2,8,8,6,5,5,1,0,8,31.763747664995947
8,5,1,8,6,9,5,4,2,2,2,8,6,0,9,6,34.25061273546418
9,8,2,8,5,0,1,2,9,4,8,2,2,3,3,9,42.83147025485307
8,2,3,6,6,2,7,5,8,0,6,8,4,7,8,2,40.83297386691811
8,0,7,8,4,1,3,5,7,8,7,3,7,0,4,5,39.3015096293621
7,5,2,0,5,5,5,0,3,6,7,4,3,8,9,2,22.20079922639274
7,8,4,4,2,5,4,8,3,5,2,0,5,5,6,9,31.609449172028384
3,7,0,1,6,8,1,9,9,7,4,1,7,8,5,6,32.507964328274404
4,7,8,5,9,4,8,6,6,3,6,6,0,4,4,7,28.469504058241476
9,2,8,5,8,0,9,5,1,4,9,5,7,6,4,9,38.882143364766996
9,2,4,7,0,9,3,1,4,6,0,6,8,5,0,2,46.296159496107414
0,3,8,1,8,1,2,5,3,9,0,3,7,6,8,6,37.03029634472564
8,0,8,0,0,5,3,4,9,5,1,8,1,3,7,3,46.12082012752512
5,2,8,1,6,9,9,7,6,7,7,5,5,6,5,9,35.16281850501734
4,7,9,9,5,0,5,9,5,5,5,9,5,5,3,1,30.551953014080436
4,5,1,3,5,0,8,2,8,4,8,9,2,7,8,1,34.01186955954186
6,1,9,1,5,4,5,0,5,1,2,4,7,4,2,3,39.0957550083161
0,7,9,7,0,8,4,3,2,6,4,3,8,2,0,5,33.32648685442569
1,4,0,9,6,4,9,1,2,4,2,3,3,0,4,8,36.17525011904197
0,2,7,5,9,0,4,4,5,5,9,9,0,4,1,6,39.20436596023705
0,8,1,3,8,9,7,8,1,9,1,4,5,9,6,6,33.99905757781282
1,7,4,1,2,2,1,8,2,3,2,1,0,9,3,1,35.79496501238281
3,1,9,8,2,8,0,8,0,4,4,0,9,9,8,8,45.70194401861865
1,6,4,9,8,1,3,6,9,6,5,0,2,3,5,8,32.040871288161846
3,3,6,0,1,1,3,9,1,6,7,4,7,0,8,1,39.6717938965209
9,8,4,5,1,0,4,9,1,7,0,0,3,3,4,5,42.31053175976344
4,7,5,7,5,5,1,3,8,6,0,7,2,7,6,1,29.852300399224312
3,8,1,5,0,9,6,0,7,1,0,7,3,9,3,6,43.60019413068292
6,0,5,9,6,6,9,3,7,0,9,4,9,6,3,7,50.002987129485675
0,5,9,1,0,6,3,3,0,8,7,4,8,3,4,0,42.013545663483605
6,8,4,8,8,9,3,5,5,7,4,8,3,2,7,9,37.452066498214414
0,2,5,2,8,4,5,3,9,8,8,5,5,5,1,9,35.62148746763716
1,3,8,3,7,8,8,9,9,4,2,6,8,3,7,3,35.9314563420681
8,0,3,4,5,4,6,8,0,4,6,7,8,6,4,6,28.940314225333992
7,1,3,1,0,3,7,5,4,6,7,2,6,1,5,2,35.405085455170834
9,7,0,4,8,0,1,4,7,6,1,5,4,8,1,4,45.603341968933194
1,8,4,1,8,1,4,0,5,1,3,6,6,1,6,3,44.296050867162506
1,9,5,5,6,4,6,3,8,2,5,4,5,2,8,6,34.121495525090275
8,3,4,3,4,9,6,0,4,7,0,4,5,5,6,0,35.011162568447304
3,1,9,3,6,7,2,7,0,1,6,8,9,4,1,3,42.930989142600765
6,3,5,9,9,4,9,1,8,8,0,5,3,0,9,6,46.44402230132722
5,8,1,6,0,4,4,7,0,1,3,4,3,8,3,7,41.48323304472879
0,7,5,5,4,9,4,9,0,9,9,1,2,5,4,6,39.346433212032395
6,5,2,7,2,0,1,1,9,4,1,5,8,0,6,7,33.41881352958202
3,4,9,5,5,6,8,2,4,7,4,9,1,3,3,6,34.10735653550018
4,9,1,0,7,1,9,5,8,7,0,1,8,2,4,7,42.93947685636418
3,4,4,4,4,3,5,8,0,9,8,1,2,5,2,3,31.99274409444035
3,2,7,6,9,1,0,6,7,8,5,7,8,3,2,5,37.81328238456074
6,7,1,5,8,1,8,4,4,7,1,8,2,8,9,1,39.1652761160767
0,9,1,1,4,4,1,8,7,1,6,1,6,4,9,3,50.03314460546815
0,7,4,4,3,8,7,4,9,5,2,7,8,5,7,8,21.97725280085423
7,0,7,8,2,5,2,8,7,0,8,1,5,1,1,0,47.16276015302056
8,2,7,9,9,6,0,8,2,6,9,0,6,6,2,6,36.94874337025692
5,8,9,6,6,2,0,3,3,3,5,4,8,1,0,7,27.209283981647356
0,0,0,7,0,8,6,8,9,7,3,8,8,6,9,3,49.40916972867581
4,4,2,7,8,9,5,4,8,9,6,4,7,6,0,5,47.645103048601754
6,6,4,9,2,1,9,7,5,7,1,8,8,7,4,7,45.93182208155749
9,0,3,5,2,2,9,0,5,0,4,2,0,6,3,3,41.57930610079186
2,4,2,7,3,9,7,0,6,5,5,3,0,0,4,6,37.07143026554766
3,1,8,4,6,5,2,8,5,6,5,7,7,1,5,3,36.19514110170938
7,9,0,3,6,2,6,3,9,0,5,6,9,7,3,4,48.38204527566977
8,8,3,5,3,0,0,8,5,3,7,9,1,3,0,9,48.64935494209459
4,3,0,4,3,8,3,4,2,4,3,3,1,8,8,5,33.22911770795674
2,7,0,7,9,5,7,9,5,8,4,3,8,1,6,6,37.94839352833426
8,6,5,4,2,5,8,7,0,4,5,4,1,7,3,9,26.890851115761677
2,4,5,2,3,6,8,9,6,0,3,7,9,8,5,3,39.35136228026049
4,8,3,0,9,9,7,1,2,8,9,3,7,9,8,5,34.7096292217512
0,2,9,5,6,5,0,5,3,1,8,9,5,1,2,0,33.00188718619738
6,6,6,3,7,4,9,6,6,8,7,4,6,9,8,3,27.4450534198783
2,9,9,0,8,2,2,2,8,5,1,3,5,4,7,1,45.27896415605074
5,9,3,4,3,9,9,0,5,6,7,3,9,4,5,3,26.953937854058488
8,5,4,5,5,1,0,7,9,5,6,6,3,7,8,3,20.569297338940938
0,2,0,7,6,5,3,8,0,1,2,3,6,6,4,7,30.626488240315254
4,3,1,1,1,9,4,8,9,9,6,9,0,0,8,6,56.35739525429072
7,2,4,7,9,5,5,1,3,6,4,8,3,9,4,7,35.05073292297944
9,9,6,5,1,4,7,4,0,3,4,8,0,5,3,6,30.827185709547653
6,4,7,3,7,0,2,9,9,4,3,8,8,5,8,0,34.071047325050216
5,6,1,3,8,7,1,8,6,5,8,7,4,7,9,8,38.95381755230054
8,7,3,5,9,8,9,8,3,4,4,0,6,5,3,0,35.336157703696884
5,0,9,6,6,2,3,3,0,8,9,4,9,4,4,5,39.72069093206976
4,6,5,1,1,3,0,8,8,9,2,2,5,8,8,0,37.95973513779048
3,4,9,6,0,9,3,6,5,6,4,6,4,0,7,4,47.572582844628506
7,7,9,1,1,2,5,3,4,6,1,6,2,1,0,9,46.306068530618795
6,5,6,1,0,4,9,5,5,8,8,9,0,1,3,2,34.25112192893825
